return_id,order_id,customer_id,return_reason,return_request_date,return_status,return_pickup_status,is_suspicious_return
8000052,9203299,107122,Changed mind,11-11-2024 22:23,Approved,Picked,0
8000053,9172514,106419,Wrong item delivered,10-03-2024 07:12,Approved,,0
8000054,9078993,112330,Packaging damaged,27-02-2023 10:01,Rejected,Picked,0
8000055,9126344,103934,Wrong item delivered,20-11-2022 08:35,Rejected,Picked,0
8000056,9056818,103999,Packaging damaged,19-01-2024 02:46,Approved,Picked,
8000057,9028532,141262,Packaging damaged,28-11-2023 08:20,Approved,Picked,0
8000058,9060902,145854,Damaged product,15-06-2022 03:43,Pending,,0
8000059,9157993,137774,Missing parts,12-04-2022 05:08,Rejected,Picked,0
8000060,9094895,109113,Color mismatch,08-09-2024 17:28,Rejected,Picked,0
8000061,9126091,104969,Changed mind,27-03-2023 00:23,Rejected,,0
8000062,9108978,141641,Defective product,20-03-2022 14:29,Approved,Picked,0
8000063,9031843,,Packaging damaged,25-10-2023 05:06,Approved,Picked,0
8000064,9094036,119937,Packaging damaged,20-04-2023 20:40,Rejected,Picked,0
8000065,9035585,126762,Size issue,17-08-2023 07:16,Rejected,Not Picked,0
8000066,9182305,147465,Changed mind,18-08-2023 23:26,Pending,Picked,0
8000067,9190412,103891,Damaged product,30-05-2024 13:08,Pending,Picked,0
8000068,9176458,135313,Size issue,27-12-2023 10:00,Approved,Failed,0
8000069,9004102,116813,Wrong item delivered,15-02-2024 04:32,Approved,Picked,0
8000070,9148482,131499,Size issue,23-11-2022 13:24,Approved,Picked,0
8000071,9219758,147117,Color mismatch,09-11-2023 03:42,Pending,Not Picked,0
8000072,9165202,114717,Damaged product,27-10-2024 23:33,Rejected,Picked,0
8000073,9105244,107440,Defective product,28-02-2022 00:30,Rejected,Not Picked,0
8000074,9228477,140997,Quality issue,13-02-2024 09:51,Approved,Picked,0
8000075,9057827,100200,Color mismatch,02-05-2023 07:10,Pending,Picked,0
8000076,9216557,112304,Not as described,18-05-2024 02:07,Approved,Not Picked,0
8000077,9240636,137513,,05-03-2023 09:54,Approved,Picked,0
8000078,9130318,140238,Product not working,23-04-2024 00:23,Approved,Not Picked,0
8000079,9237189,102090,Duplicate order,24-12-2024 20:51,Pending,Not Picked,0
8000080,9166523,136035,Changed mind,06-01-2023 07:13,Approved,Picked,0
8000081,9211564,138956,Size issue,13-06-2023 12:01,Approved,Not Picked,0
8000082,9090587,149717,Product not working,07-09-2022 01:32,Pending,Picked,0
8000083,9066926,127743,Missing parts,20-09-2024 11:46,Rejected,Picked,0
8000084,9161767,109683,Missing parts,25-03-2023 17:12,Approved,Not Picked,0
8000085,9150935,139754,Duplicate order,04-07-2024 09:06,Approved,Failed,0
8000086,9040649,108582,Defective product,01-10-2023 15:05,Pending,Picked,0
8000087,9016281,123898,,12-01-2025 23:50,Approved,,0
8000088,9117360,119026,Changed mind,22-06-2022 15:19,Rejected,Picked,0
8000089,9138531,102843,Changed mind,09-01-2023 20:33,Approved,Not Picked,0
8000090,9203559,142644,Defective product,18-07-2022 14:03,Rejected,Not Picked,0
8000091,9069529,101844,Damaged product,22-11-2022 09:21,pending,Picked,0
8000092,9034758,137238,Changed mind,16-11-2023 18:27,Approved,Failed,0
8000093,9242872,124985,Defective product,14-08-2022 17:40,Approved,Not Picked,0
8000094,9084436,,Missing parts,24-05-2023 15:10,Pending,Picked,0
8000095,9176584,117497,Color mismatch,12-07-2023 22:47,Rejected,Picked,0
8000096,9161169,139542,Missing parts,01-10-2024 05:31,Rejected,Picked,0
8000097,9059005,139094,Packaging damaged,30-05-2023 16:26,Approved,Picked,0
8000098,9168076,146827,Size issue,01-12-2023 08:02,approved,Picked,0
8000099,9110634,108268,Duplicate order,02-09-2024 01:38,Approved,,0
8000100,9003837,104259,Missing parts,01-02-2022 07:42,Approved,Picked,0
8000101,9129788,141318,Product not working,02-01-2023 00:02,Rejected,Picked,0
8000102,9025109,145677,Better price elsewhere,27-09-2024 15:23,Approved,Picked,1
8000103,9210842,145300,Size issue,09-02-2022 12:19,Approved,Picked,0
8000104,9087638,125885,Quality issue,24-10-2022 04:54,Approved,Picked,0
8000105,9244934,116437,Color mismatch,21-12-2024 06:27,Approved,Picked,0
8000106,9069281,141073,Product not working,16-06-2022 16:39,Approved,Picked,0
8000107,9039954,114826,Changed mind,19-08-2022 10:51,Rejected,Picked,0
8000108,9171922,123931,Duplicate order,01-05-2025 17:42,Approved,Not Picked,0
8000109,9037678,102120,,13-03-2022 16:51,Rejected,Picked,0
8000110,9231505,148384,Defective product,07-11-2024 07:27,approved,Picked,0
8000111,9226923,106413,Quality issue,12-02-2025 08:26,Rejected,Failed,
8000112,9051733,131315,Changed mind,31-01-2022 18:11,Approved,Picked,0
8000113,9168101,146480,Color mismatch,03-10-2024 23:40,Approved,Picked,0
8000114,9048671,124366,Color mismatch,15-10-2024 06:57,Approved,Failed,0
8000115,9244318,138136,Size issue,04-10-2023 13:33,Rejected,Failed,0
8000116,9051105,126073,Missing parts,15-04-2023 19:15,Approved,,0
8000117,9225887,113843,Duplicate order,22-01-2024 19:03,Approved,Picked,0
8000118,9198998,114589,Defective product,25-05-2024 23:09,Approved,Picked,0
8000119,9214850,131890,Missing parts,25-04-2023 21:58,Approved,Picked,0
8000120,9195551,128914,Damaged product,08-01-2024 01:02,Approved,Picked,1
8000121,9107396,,Changed mind,03-03-2025 15:37,Approved,Picked,0
8000122,9011065,127482,Quality issue,19-11-2024 03:42,Approved,Picked,0
8000123,9059175,127482,Quality issue,18-10-2022 16:42,Rejected,Picked,0
8000124,9050567,103990,Packaging damaged,22-08-2023 09:07,Approved,Not Picked,0
8000125,9035701,105011,Quality issue,17-04-2025 11:30,Approved,Picked,0
8000126,9103788,,Defective product,11-12-2022 23:10,Approved,Picked,0
8000127,9188662,102943,,14-04-2023 20:54,Approved,Not Picked,0
8000128,9086710,111670,Product not working,02-10-2023 01:04,Approved,Picked,0
8000129,9154971,125030,Not as described,09-12-2022 20:10,Approved,Picked,0
8000130,9035591,129189,Duplicate order,11-09-2022 00:53,Approved,Not Picked,0
8000131,9067474,113330,Missing parts,30-07-2022 01:30,Approved,Picked,0
8000132,9247574,122508,Better price elsewhere,16-02-2025 01:59,Approved,Failed,0
8000133,9025775,114254,Color mismatch,16-06-2024 08:17,Pending,Picked,0
8000134,9203031,141217,Duplicate order,13-07-2023 11:25,Pending,Picked,0
8000135,9023470,149595,Product not working,16-12-2023 08:47,Pending,Not Picked,0
8000136,9249004,114754,Damaged product,30-10-2024 00:01,Rejected,Picked,0
8000137,9180582,131297,Product not working,18-03-2023 20:06,Approved,Picked,0
8000138,9119738,128427,Changed mind,03-10-2023 19:06,Approved,Picked,0
8000139,9030433,110192,Packaging damaged,27-08-2024 13:36,Approved,,0
8000140,9032512,119668,Defective product,23-06-2024 11:46,Approved,Not Picked,0
8000141,166,120983,Product not working,09-01-2023 03:13,Approved,Picked,0
8000142,9189976,125655,Damaged product,23-09-2024 01:53,Approved,,0
8000143,9183443,135604,Better price elsewhere,21-06-2022 06:31,pending,Picked,1
8000144,9080442,114829,Better price elsewhere,22-10-2022 10:02,Rejected,Picked,1
8000145,9228829,105740,Product not working,05-05-2023 14:17,Approved,Not Picked,0
8000146,9194695,100366,Packaging damaged,23-06-2024 07:48,Rejected,,0
8000147,9111236,128778,Damaged product,04-06-2023 03:21,Approved,Picked,0
8000148,9162624,117816,,11-02-2024 06:40,Approved,Picked,0
8000149,9136885,101271,Changed mind,25-03-2025 02:58,Approved,Picked,0
8000150,9123403,140870,Color mismatch,02-05-2022 11:50,Pending,Picked,0
8000151,9017826,134529,Missing parts,01-03-2022 02:42,Rejected,Picked,0
8000152,9092046,128531,Better price elsewhere,28-12-2022 02:38,Rejected,Picked,0
8000153,9146779,106092,Missing parts,22-06-2023 22:07,Approved,Picked,0
8000154,9131101,103225,Damaged product,05-03-2025 06:12,Rejected,Failed,0
8000155,9236980,148815,Quality issue,17-10-2024 06:39,Rejected,Picked,0
8000156,9184792,145537,Not as described,07-01-2023 02:36,Rejected,Picked,0
8000157,9121655,115502,Color mismatch,30-01-2023 17:39,Rejected,Picked,0
8000158,9127126,115509,Duplicate order,19-01-2025 19:17,Approved,Failed,0
8000159,9151706,130189,Missing parts,24-08-2024 12:51,Pending,Picked,0
8000160,9050934,135970,Defective product,09-01-2024 06:42,Approved,Picked,1
8000161,9124085,133326,Not as described,17-11-2023 11:24,Approved,Picked,0
8000162,9138853,149691,Quality issue,09-05-2022 16:50,Approved,Not Picked,0
8000163,9055178,104487,Not as described,09-04-2022 21:53,Approved,Not Picked,0
8000164,9230455,110772,Color mismatch,10-06-2022 09:11,Approved,Picked,0
8000165,9246909,125695,Defective product,08-05-2024 12:56,Approved,Picked,0
8000166,9092247,145847,Quality issue,30-07-2024 17:49,Approved,Picked,0
8000167,9035458,114448,Not as described,17-07-2023 19:39,Approved,Failed,0
8000168,9052326,108492,Wrong item delivered,09-08-2022 08:16,Pending,Picked,0
8000169,9195862,122901,Size issue,09-07-2024 21:14,Approved,Failed,0
8000170,9179434,137918,Product not working,30-04-2022 02:21,Approved,Picked,0
8000171,9106051,135453,Wrong item delivered,30-11-2022 01:31,Approved,Picked,0
8000172,9135555,134275,Damaged product,03-10-2024 04:03,Rejected,Picked,0
8000173,9209994,132684,Packaging damaged,28-02-2025 11:28,Approved,Picked,0
8000174,9094368,127753,Wrong item delivered,14-11-2022 19:20,Approved,Not Picked,0
8000175,9142481,100783,Missing parts,02-05-2022 15:30,Rejected,Picked,0
8000176,9112453,142386,,17-12-2022 01:21,Approved,Not Picked,0
8000177,9185224,126166,Better price elsewhere,10-10-2023 18:22,Pending,Picked,0
8000178,9177845,103906,Changed mind,01-03-2023 15:31,Approved,Not Picked,0
8000179,9199074,135004,Color mismatch,09-03-2022 06:42,Approved,,0
8000180,9184952,125596,Changed mind,06-06-2024 08:07,Approved,Picked,0
8000181,9133926,131639,,29-01-2023 10:14,Pending,Picked,0
8000182,9200371,144232,Changed mind,17-02-2025 20:06,Rejected,Picked,0
8000183,9198447,120425,Better price elsewhere,07-01-2022 15:44,Rejected,Not Picked,0
8000184,9118426,104371,Color mismatch,26-08-2023 15:20,Pending,Picked,0
8000185,9203386,105991,Better price elsewhere,05-05-2022 04:08,Approved,Picked,
8000186,9112670,107525,Product not working,03-10-2024 16:09,Pending,Failed,1
8000187,9119088,111498,Quality issue,21-10-2024 06:08,Rejected,Picked,0
8000188,9063465,116091,Not as described,16-04-2025 00:37,Approved,Picked,0
8000189,9164750,125632,Product not working,05-07-2022 00:59,Approved,Not Picked,0
8000190,9120531,107941,Duplicate order,27-07-2023 11:14,Approved,Picked,0
8000191,9049439,141572,Defective product,04-06-2022 08:55,Approved,Picked,0
8000192,9091112,121432,Product not working,26-10-2024 16:41,Rejected,Picked,0
8000193,9028921,148198,Packaging damaged,16-11-2024 19:56,Approved,Picked,0
8000194,9008412,107508,Damaged product,13-04-2024 01:29,Approved,Failed,0
8000195,9210706,126984,Defective product,24-04-2022 13:00,Approved,Failed,0
8000196,382,137799,Missing parts,15-07-2023 09:06,Approved,Picked,0
8000197,9048668,132029,Not as described,29-06-2023 06:23,Approved,Picked,0
8000198,9117176,116332,Color mismatch,11-11-2023 06:47,Approved,Picked,0
8000199,9080695,145895,Size issue,12-04-2022 16:11,Approved,Not Picked,0
8000200,9041097,135074,Changed mind,05-07-2023 19:09,Approved,Picked,0
8000201,9158660,139375,Size issue,01-02-2024 18:50,Approved,Failed,
8000202,9163269,122247,Not as described,16-09-2023 03:59,Approved,Not Picked,0
8000203,9161472,127842,Size issue,28-12-2024 18:14,Approved,Not Picked,0
8000204,9216161,143484,Better price elsewhere,04-03-2022 21:24,Approved,Picked,0
8000205,9042789,108443,Packaging damaged,03-07-2023 19:07,approved,,0
8000206,9187389,130428,Damaged product,30-10-2024 05:34,Approved,Picked,0
8000207,9085617,147881,Missing parts,24-11-2024 08:17,Approved,Not Picked,0
8000208,9058205,125231,Damaged product,09-07-2024 08:15,Rejected,Picked,0
8000209,9096307,105746,Damaged product,08-04-2023 21:20,Approved,Picked,0
8000210,9164238,119791,Changed mind,22-08-2022 19:29,Rejected,Picked,0
8000211,9086300,107909,Quality issue,30-11-2023 20:06,Pending,Not Picked,0
8000212,9040073,133974,Duplicate order,22-02-2025 04:23,Approved,Picked,0
8000213,9049102,103731,,23-08-2024 09:57,Pending,Not Picked,0
8000214,9032902,139774,Better price elsewhere,07-01-2022 14:45,Rejected,Picked,0
8000215,9176358,114145,Missing parts,10-11-2023 16:58,Approved,Failed,0
8000216,9107440,129704,Damaged product,22-04-2024 09:02,Approved,Failed,0
8000217,9210788,121908,Quality issue,01-08-2023 07:15,Approved,Picked,0
8000218,9003151,116517,Not as described,21-08-2024 19:47,Approved,Picked,0
8000219,9130858,126516,Better price elsewhere,23-03-2022 15:30,Approved,Failed,0
8000220,9014902,132294,Size issue,17-02-2022 16:37,Rejected,Not Picked,0
8000221,9156235,105532,Changed mind,05-02-2023 00:35,Approved,Not Picked,0
8000222,9208749,134401,Better price elsewhere,22-12-2023 03:03,Approved,,0
8000223,9024071,113663,Not as described,26-12-2023 01:03,Approved,Picked,0
8000224,9008309,128125,Better price elsewhere,20-01-2025 08:47,Approved,Not Picked,0
8000225,9114970,143101,Duplicate order,13-12-2024 05:06,Pending,Picked,0
8000226,9176008,133130,Better price elsewhere,24-03-2024 18:17,Approved,Failed,0
8000227,9168523,127889,Quality issue,01-05-2023 13:50,Rejected,Picked,0
8000228,9180694,106071,Not as described,30-07-2023 21:14,Approved,Picked,0
8000229,9181353,,Changed mind,04-04-2023 23:23,Approved,Picked,0
8000230,9049665,129818,Better price elsewhere,02-04-2023 01:26,Approved,Not Picked,0
8000231,9181583,146406,Color mismatch,20-11-2024 06:00,Approved,Picked,0
8000232,9149731,136129,Packaging damaged,20-01-2025 17:09,Pending,Picked,0
8000233,9047833,101818,Changed mind,09-03-2025 14:22,Approved,,0
8000234,9018960,115653,Missing parts,27-03-2023 22:32,Pending,Picked,0
8000235,9228517,135657,Color mismatch,18-01-2023 06:21,Approved,Picked,0
8000236,9171106,148743,Not as described,26-09-2022 09:27,Rejected,Not Picked,0
8000237,9136217,105613,Damaged product,31-10-2024 00:48,Rejected,Failed,0
8000238,9038555,119449,Packaging damaged,23-02-2026 01:26,Pending,Not Picked,0
8000239,9140166,109167,Missing parts,24-07-2022 14:37,Approved,Picked,0
8000240,9038580,130759,Product not working,08-01-2024 21:03,Approved,Not Picked,0
8000241,9088566,121487,Size issue,25-10-2023 04:04,Pending,Not Picked,0
8000242,9186128,107540,Changed mind,16-11-2023 03:20,Rejected,Failed,0
8000243,9087235,130702,Changed mind,26-10-2024 05:20,Pending,Picked,0
8000244,9131285,113807,Missing parts,23-04-2026 08:13,Rejected,Picked,0
8000245,9180394,127516,Packaging damaged,21-01-2023 00:18,Approved,Picked,0
8000246,9003045,117890,Changed mind,10-11-2023 03:48,Rejected,Not Picked,0
8000247,9182538,144934,Defective product,31-07-2024 20:19,Approved,Picked,0
8000248,9003354,124888,Damaged product,17-03-2022 00:00,Approved,Picked,0
8000249,9158286,117464,Duplicate order,17-08-2023 08:50,Approved,Not Picked,0
8000250,9027369,137438,Damaged product,16-01-2023 12:02,Rejected,Picked,0
8000251,9005845,104872,Better price elsewhere,16-05-2024 03:09,Pending,Picked,0
8000252,9217400,102155,Product not working,26-07-2022 20:53,Approved,Picked,0
8000253,9206692,111500,Quality issue,04-08-2022 09:47,Approved,Picked,0
8000254,9231666,142948,Better price elsewhere,10-04-2025 08:56,Approved,Picked,0
8000255,9075920,120419,Product not working,20-07-2022 17:30,Rejected,Not Picked,1
8000256,9193925,119735,Defective product,12-05-2024 16:54,Rejected,Not Picked,
8000257,9107819,117632,Color mismatch,05-02-2024 22:19,Pending,Picked,0
8000258,9017932,114645,,05-02-2025 16:31,Approved,Not Picked,0
8000259,9176211,142987,Changed mind,16-12-2024 06:22,Approved,Picked,0
8000260,9138065,119938,Color mismatch,08-01-2025 01:24,Approved,Picked,0
8000261,9068241,146297,,11-07-2023 16:55,Approved,Not Picked,0
8000262,9170102,103039,Better price elsewhere,09-06-2023 22:08,Approved,Picked,0
8000263,9091705,101827,Duplicate order,30-08-2023 22:14,Approved,Picked,0
8000264,9020178,149378,Quality issue,03-12-2024 19:33,Pending,Picked,0
8000265,9180269,,Packaging damaged,19-11-2022 00:05,Pending,Picked,0
8000266,9171424,109098,Better price elsewhere,31-01-2023 20:02,Rejected,Picked,0
8000267,9026627,145909,Packaging damaged,24-03-2025 03:15,Approved,Not Picked,0
8000268,9243680,102682,Defective product,15-02-2023 20:33,Pending,Picked,0
8000269,9227277,146742,,24-01-2025 05:30,Approved,Failed,0
8000270,9163972,106344,Wrong item delivered,25-05-2022 13:57,Pending,Picked,0
8000271,9157019,112361,Defective product,01-06-2022 01:18,Approved,Picked,
8000272,9140227,148035,Damaged product,03-02-2022 01:32,Pending,Picked,0
8000273,9089242,142752,Quality issue,07-04-2022 06:47,Approved,Picked,1
8000274,9175993,117146,Product not working,23-11-2022 10:14,Approved,Picked,0
8000275,9102895,123043,Size issue,07-06-2024 13:06,Approved,Picked,0
8000276,9227530,147274,Defective product,04-09-2024 09:28,Pending,Picked,0
8000277,9237210,138724,Size issue,18-01-2024 20:08,Rejected,Failed,1
8000278,9044603,101515,Better price elsewhere,29-03-2023 21:13,pending,Failed,0
8000279,9222991,114017,Missing parts,28-03-2025 03:00,Approved,Picked,0
8000280,9170755,141213,Packaging damaged,15-06-2022 07:59,Approved,Picked,0
8000281,9200285,107497,Size issue,15-02-2022 13:02,Pending,Picked,0
8000282,9188882,146102,Size issue,28-01-2025 07:26,Rejected,Picked,0
8000283,9106846,114592,Product not working,01-03-2022 22:37,Approved,Picked,0
8000284,9210117,104919,Defective product,15-01-2022 18:24,Rejected,Not Picked,0
8000285,9094750,116507,Better price elsewhere,03-09-2024 06:26,Rejected,Picked,0
8000286,9044227,,Not as described,03-04-2023 18:54,Rejected,Failed,0
8000287,9174314,134095,Packaging damaged,03-12-2023 00:02,Approved,Picked,0
8000288,9206673,114105,Defective product,29-10-2024 01:01,Rejected,Picked,1
8000289,9114288,114438,Changed mind,23-01-2024 23:53,Approved,Failed,0
8000290,9230724,118058,Changed mind,21-11-2022 02:30,Pending,Picked,0
8000291,9027974,117894,Packaging damaged,01-05-2022 13:28,Pending,Not Picked,0
8000292,9022030,131071,Size issue,08-05-2024 10:05,Approved,Picked,0
8000293,9142815,139149,Duplicate order,06-02-2023 11:15,Approved,Picked,0
8000294,9194076,119308,Packaging damaged,23-10-2024 02:21,Rejected,Picked,0
8000295,9187200,110173,Missing parts,28-01-2025 10:15,Approved,Picked,0
8000296,9190730,125560,Missing parts,13-03-2022 09:18,Approved,Picked,0
8000297,9119607,101996,Defective product,29-01-2022 02:38,Approved,Not Picked,0
8000298,9063972,124382,Damaged product,06-06-2026 20:04,approved,Picked,0
8000299,9135314,,Better price elsewhere,21-08-2022 02:37,Pending,Picked,0
8000300,9226066,120741,Product not working,21-03-2025 15:23,Approved,Picked,0
8000301,9159255,102454,Better price elsewhere,23-02-2023 10:23,Approved,Picked,0
8000302,9214702,143870,Size issue,21-06-2022 20:41,Approved,Not Picked,0
8000303,9046648,101678,Packaging damaged,10-07-2023 05:45,Approved,Not Picked,1
8000304,9080788,102086,Wrong item delivered,15-12-2023 23:28,Approved,Not Picked,0
8000305,9010464,131311,Packaging damaged,12-02-2022 09:12,Rejected,Failed,0
8000306,9227547,138039,Not as described,16-06-2022 18:55,Rejected,Not Picked,1
8000307,9245871,120743,Not as described,27-03-2022 08:52,Pending,Not Picked,0
8000308,9023790,116016,Product not working,17-07-2022 04:55,Pending,Picked,1
8000309,9000741,101201,Missing parts,29-06-2024 08:11,Approved,Failed,0
8000310,9072387,147692,Packaging damaged,30-05-2023 06:31,Approved,Not Picked,0
8000311,9179038,116522,Quality issue,01-11-2023 18:11,Rejected,Picked,0
8000312,9196998,118700,Color mismatch,27-08-2023 04:28,Approved,Not Picked,0
8000313,9236426,135196,Color mismatch,20-05-2024 12:25,Rejected,Not Picked,0
8000314,9010262,125738,Changed mind,06-04-2023 11:21,Rejected,Picked,0
8000315,9247860,104021,Defective product,02-11-2024 23:13,Approved,Picked,0
8000316,9033053,119360,Changed mind,25-07-2023 22:18,Approved,Picked,0
8000317,9139401,105786,Better price elsewhere,04-03-2023 03:45,approved,,0
8000318,9034382,145152,Size issue,28-12-2024 19:08,Rejected,Picked,0
8000319,9204883,127250,,18-10-2022 10:15,Approved,Not Picked,0
8000320,9007708,116989,Color mismatch,26-07-2023 04:23,Approved,Picked,0
8000321,9167672,121945,Size issue,26-07-2022 06:16,Pending,Not Picked,0
8000322,9212935,126007,Wrong item delivered,04-12-2024 02:46,Approved,Not Picked,0
8000323,9134285,126513,,03-11-2024 04:41,Approved,Failed,0
8000324,9218822,123587,Duplicate order,31-08-2022 03:28,Rejected,Picked,0
8000325,9190342,123810,Damaged product,24-04-2025 07:45,Rejected,Picked,0
8000326,9010422,114665,Not as described,29-12-2022 16:58,Approved,Not Picked,0
8000327,9096860,118594,Damaged product,21-11-2023 04:31,Rejected,Picked,0
8000328,9055835,133279,Wrong item delivered,14-01-2023 03:13,Rejected,Failed,0
8000329,9209434,134790,Product not working,31-10-2022 23:40,Approved,Picked,0
8000330,9171005,126974,Product not working,07-07-2023 14:57,Approved,Picked,0
8000331,9248172,112898,Missing parts,23-08-2023 23:19,Approved,Picked,0
8000332,9189241,119585,Quality issue,17-04-2023 22:47,Approved,Picked,0
8000333,9089198,133014,Missing parts,29-12-2022 13:07,Approved,Failed,0
8000334,9065345,136287,Not as described,12-06-2024 14:34,Rejected,Picked,0
8000335,9181662,105669,Missing parts,26-07-2024 21:50,Pending,Not Picked,0
8000336,9002269,,Wrong item delivered,07-02-2023 09:46,Pending,Picked,0
8000337,9093834,134196,Not as described,09-11-2024 15:17,Rejected,Picked,0
8000338,9047185,119613,Missing parts,14-09-2023 03:11,Approved,,0
8000339,9140057,115156,Changed mind,30-04-2024 04:41,Approved,Failed,0
8000340,9093607,105998,Better price elsewhere,15-07-2024 02:35,Approved,Not Picked,0
8000341,9054991,149057,,15-04-2022 11:29,Approved,Picked,0
8000342,9211421,147639,Defective product,14-03-2023 09:23,Rejected,Picked,0
8000343,9157917,136546,Better price elsewhere,05-12-2022 01:37,Pending,Failed,0
8000344,9240580,139675,Product not working,06-04-2025 03:49,Pending,Picked,0
8000345,9225638,135555,Duplicate order,12-01-2024 21:51,Rejected,Not Picked,0
8000346,9145045,118851,Packaging damaged,22-01-2023 04:22,Approved,Picked,0
8000347,9161225,130344,Damaged product,09-03-2024 07:42,Approved,,1
8000348,9111581,129526,Packaging damaged,03-08-2024 20:24,Approved,Not Picked,0
8000349,9229322,117071,Missing parts,11-10-2023 21:59,Approved,Picked,0
8000350,9165041,102419,Wrong item delivered,09-10-2024 14:52,Pending,,1
8000351,9130462,104191,,09-11-2024 13:32,Rejected,Picked,0
8000352,9160376,131337,Quality issue,17-01-2023 22:25,Approved,Not Picked,0
8000353,9107259,115125,Duplicate order,12-07-2023 12:50,Pending,Picked,0
8000354,9090859,106845,Damaged product,06-12-2023 09:42,Pending,Picked,0
8000355,9153748,112808,Duplicate order,28-10-2022 04:58,Approved,Picked,0
8000356,9208772,124798,Wrong item delivered,28-12-2023 18:30,Pending,,0
8000357,9202926,101846,Quality issue,11-03-2024 22:25,Approved,Picked,0
8000358,9203324,116279,Color mismatch,18-08-2022 12:22,Approved,Not Picked,0
8000359,9048199,116016,Duplicate order,29-11-2022 10:36,Rejected,Picked,0
8000360,9091484,108148,Damaged product,26-04-2022 01:13,Pending,Picked,0
