order_item_id,order_id,product_id,quantity,unit_price,discount_amount,item_total
10000276,9240556,59641,2.0,1402.59,250.87,2554.31
10000277,9197848,51547,1.0,18806.31,1964.72,16841.59
10000278,9093769,54086,5.0,239690.81,55379.44,1143074.61
10000279,9076326,57957,4.0,28862.941,5349.81,110101.95
10000280,9197559,58611,3.0,366.59,47.69,1052.08
10000281,9076329,58254,1.0,1375.21,143.82,1231.39
10000282,9157437,54117,1.0,10555.45,5277.725,5277.72
10000283,9149111,59216,1.0,2017.26,387.14,1630.12
10000284,9059817,58875,2.0,899.59,254.16,1545.02
10000285,9183773,52908,1.0,16308.07,4023.73,12284.34
10000286,9207093,50476,1.0,34493.32,17246.66,17246.66
10000287,9183613,55979,3.0,13255.408,496.54,39269.68
10000288,9023541,52048,2.0,110820.78,6396.58,215244.98
10000289,9009915,50880,1.0,17784.98,2226.23,15558.75
10000290,9236006,56534,1.0,18065.98,1259.79,16806.19
10000291,9113443,59560,1.0,987.01,284.15,702.86
10000292,9245629,53325,1.0,768.89,21.97,746.92
10000293,9245522,55327,1.0,12177.36,781.42,11395.94
10000294,9008971,55930,4.0,41202.6045,5409.53,159400.89
10000295,9246095,55376,2.0,452.98,88.78,817.18
10000296,9107996,59786,2.0,1472.23,397.42,2547.04
10000297,9180361,53509,1.0,983.97,284.73,699.24
10000298,9079701,58645,1.0,1610.34,89.24,1521.1
10000299,9120974,58765,3.0,222783.19,41930.63,626418.94
10000300,9185423,59229,1.0,487.22,138.73,348.49
10000301,9005343,54208,1.0,327.43,24.23,303.2
10000302,9248672,59043,1.0,55773.36,12538.29,43235.07
10000303,9200082,57024,2.0,65938.52,9764.24,122112.8
10000304,9124964,56184,3.0,19417.84,4691.66,53561.86
10000305,9046022,56552,4.0,279.05,72.62,1043.58
10000306,9118143,51443,2.0,40997.72,1371.96,80623.48
10000307,9100855,57581,3.0,13014.69,1352.98,37691.09
10000308,9129411,54036,3.0,33800.7,5400.66,96001.44
10000309,9162909,57771,1.0,1364.0,230.68,1133.32
10000310,9054968,51575,1.0,4132.73,257.88,3874.85
10000311,9134114,52507,2.0,35525.08,9951.24,61098.92
10000312,9109886,55756,1.0,367.57,81.33,286.24
10000313,9189515,57702,2.0,480.53,108.31,852.75
10000314,9098571,52788,4.0,5811.24,1143.88,22101.08
10000315,9105058,54810,2.0,158978.17,23788.23,294168.11
10000316,9033245,55021,1.0,3967.97,306.61,3661.36
10000317,9084668,55197,5.0,9819.1,2396.43,46699.07
10000318,9153388,55324,1.0,23358.82,6544.11,16814.71
10000319,9080367,58494,1.0,16814.334000000003,4222.83,12591.5
10000320,9096203,57175,2.0,7539.02,2212.14,12865.9
10000321,9089183,57384,1.0,14741.1125,1690.86,13050.25
10000322,9058837,51251,1.0,2503.921,499.01,2004.91
10000323,9095141,53392,1.0,24906.4,4509.25,20397.15
10000324,9148808,54478,1.0,3741.54,872.38,2869.16
10000325,9230192,50986,4.0,8664.65,1978.84,32679.76
10000326,9044128,52141,2.0,264664.14,41344.66,487983.62
10000327,9233618,57700,1.0,2482.79,479.22,2003.57
10000328,9165788,54564,1.0,6407.79,497.67,5910.12
10000329,9120595,59161,2.0,848.77,166.49,1531.05
10000330,9002909,55913,1.0,42548.5,11036.57,31511.93
10000331,9151438,52473,1.0,4888.21,610.62,4277.59
10000332,9198374,59112,1.0,3522.02,180.49,3341.53
10000333,9149929,54663,1.0,3639.16,134.56,3504.6
10000334,9219594,57201,1.0,216119.74,15091.36,201028.38
10000336,9216020,50494,3.0,18321.069499999998,4444.6,50518.61
10000337,9091224,57229,4.0,562.23,52.28,2196.64
10000338,9245115,50747,3.0,4427.31,168.25,13113.68
10000339,9121050,57921,1.0,104372.33,11651.25,92721.08
10000340,9091360,52709,1.0,436.4,218.2,218.2
10000341,9067528,54631,1.0,1060.46,245.35,815.11
10000342,9090404,59649,1.0,5562.15,393.53,5168.62
10000343,9047493,53246,2.0,4527.6,1000.5,8054.7
10000344,9193385,53399,1.0,42024.81,21012.405,21012.4
10000345,9037570,51197,5.0,22205.28,5428.96,105597.44
10000346,9121809,50659,1.0,2628.26,638.94,1989.32
10000347,9067828,56940,1.0,41267.26,10124.62,31142.64
10000348,9114136,50730,2.0,547623.767499987,547623.767499987,547623.77
10000349,9137876,52742,1.0,827.27,168.64,658.63
10000350,9228444,53753,1.0,17304.6605,3441.05,13863.61
10000351,9090171,54341,2.0,57304.83,6317.36,108292.3
10000352,9027898,56131,2.0,76511.6,8461.74,144561.46
10000353,9235518,57857,2.0,3070.0170000000003,495.49,5644.54
10000354,9182907,53428,4.0,286621.69,45839.79,1100646.97
10000355,9202431,50920,2.0,11171.76,1634.54,20708.98
10000356,9072999,51363,1.0,304216.9,40469.61,263747.29
10000357,9051929,56410,1.0,1172.27,214.08,958.19
10000358,9123180,57554,1.0,2251.25,167.2,2084.05
10000359,9088671,52408,2.0,663.32,18.13,1308.51
10000360,9004664,53209,2.0,393.63,76.18,711.08
10000361,9148889,53960,2.0,123662.08,30104.96,217219.2
10000362,9155394,59820,3.0,49268.07,9553.16,138251.05
10000363,9231077,51806,2.0,201823.54,3791.08,399856.0
10000364,9213071,59837,1.0,224349.96,23944.38,200405.58
10000365,9134984,50640,1.0,5241.14,1384.81,3856.33
10000366,9137759,58893,1.0,51720.3,11234.59,40485.71
10000367,9231169,55515,3.0,38803.32,5120.23,111289.73
10000368,9064888,52582,1.0,61187.04,14639.5,46547.54
10000369,9009749,50954,1.0,778.77,69.16,709.61
10000370,9050130,51055,1.0,3009.34,0.66,3008.68
10000371,9019574,54903,2.0,518.58,10.34,1026.82
10000372,9083032,55069,3.0,16292.05,2745.9,46130.25
10000373,9011721,56492,1.0,38492.18,997.77,37494.41
10000374,9183028,55046,1.0,1568.69,48.09,1520.6
10000375,9070685,58120,1.0,820.89,155.98,664.91
10000376,9091028,55891,5.0,3418.65,466.17,16627.08
10000377,9112061,57239,1.0,5288.5,870.2,4418.3
10000378,9035838,56848,1.0,262.34,40.32,222.02
10000379,9077915,51738,3.0,17433.83,449.68,51851.81
10000380,9178336,55860,1.0,144439.86,27504.83,116935.03
10000381,9227413,52962,2.0,2807.07,648.4,4965.74
10000382,9085326,51663,2.0,388.23,54.21,722.25
10000383,9186671,50904,1.0,149.29,7.79,141.5
10000384,9030509,56423,2.0,276.888,63.26,490.52
10000385,9157980,50965,4.0,8934.52,376.13,35361.95
10000386,9011887,56287,1.0,119166.38,34470.27,84696.11
10000387,9174870,59838,2.0,21275.69,6.27,42545.11
10000388,9223072,50146,1.0,1465.885,152.42,1313.46
10000389,9171437,50993,1.0,2579.58,151.22,2428.36
10000390,9016169,53643,1.0,432.39,51.51,380.88
10000391,9017329,54328,2.0,3444.72,186.39,6703.05
10000392,9211069,59945,3.0,20967.067,432.31,62468.89
10000393,9006027,53719,2.0,2641.27,162.11,5120.43
10000394,9033475,58258,2.0,214781.202,50372.27,379190.13
10000395,9210855,56932,1.0,186798.944,53456.65,133342.29
10000396,9040036,52971,1.0,61929.54,5884.0,56045.54
10000397,9094138,54974,2.0,11428.92,1329.08,21528.76
10000398,9099851,52780,2.0,3193.55,834.66,5552.44
10000399,9065666,56879,1.0,16804.83,4058.97,12745.86
10000400,9078936,56428,1.0,3997.98,939.89,3058.09
10000401,9213149,55367,2.0,3048.258,591.07,5505.45
10000402,9087396,51313,1.0,9685.55,110.08,9575.47
10000403,9027851,58989,1.0,1267.2945,266.73,1000.56
10000404,9159491,57552,2.0,301737.904,77247.85,526227.96
10000405,9099797,54934,1.0,691.32,129.26,562.06
10000406,9183161,54426,1.0,3311.41,267.52,3043.89
10000407,9171671,58268,2.0,8781.265,2368.23,15194.3
10000408,9034076,55514,1.0,156.21,0.0,156.21
10000409,9131805,55797,2.0,14448.27,1497.37,27399.17
10000410,9168092,56379,2.0,322.96,31.62,614.3
10000411,9011527,58389,3.0,4959.95,1076.68,13803.17
10000412,9219920,54285,1.0,3769.38,332.8,3436.58
10000413,9058381,51809,1.0,14046.39,1022.69,13023.7
10000414,9035720,54392,1.0,16664.59,2001.59,14663.0
10000415,9194476,53252,4.0,1808.2,374.2,6858.6
10000416,9103692,52854,1.0,85379.95999999999,17317.58,68062.38
10000417,9068593,55748,3.0,303231.75,46374.42,863320.83
10000418,9218340,50266,1.0,1307.11,78.48,1228.63
10000419,9162393,52863,1.0,130245.903,7644.65,122601.25
10000420,9080821,55159,2.0,4513.38,892.69,8134.07
10000421,9113344,58977,1.0,398.98,43.66,355.32
10000422,9069764,53847,4.0,10225.35,17.03,40884.37
10000423,9062740,53782,3.0,4411.16,1016.18,12217.3
10000424,9002088,59990,4.0,4135.3,76.49,16464.71
10000425,9143246,56862,1.0,18683.18,1643.89,17039.29
10000426,9155534,53580,1.0,558.09,29.38,528.71
10000427,9203943,53188,2.0,2883.64,715.47,5051.81
10000428,9010007,54229,1.0,7585.35,376.61,7208.74
10000429,9026832,55986,1.0,1849.35,460.15,1389.2
10000430,9184727,50120,2.0,3287.317,3287.317,3287.32
10000431,9211524,50480,1.0,155.68,36.31,119.37
10000432,9088331,59633,2.0,2059.83,340.42,3779.24
10000433,9064533,56724,1.0,241.44,34.33,207.11
10000434,9171641,52401,5.0,52436.9,94899.9,167284.6
10000435,9209577,55905,1.0,43585.35,874.07,42711.28
10000436,9000607,58376,1.0,4229.237999999999,826.74,3402.5
10000437,9192875,59241,3.0,2754.89,693.28,7571.39
10000438,9006624,59761,1.0,2156.96,167.18,1989.78
10000439,9182784,50164,2.0,9508.92,2308.12,16709.72
10000440,9007781,56375,1.0,841.81,37.25,804.56
10000441,9007873,55368,2.0,736.19,139.62,1332.76
10000442,9113008,58782,1.0,828.88,55.02,773.86
10000443,9054548,59421,1.0,731.28,12.66,718.62
10000444,9081594,52515,3.0,875.75,41.0,2586.25
10000445,9182184,51648,3.0,4504.9295,1060.87,12453.92
10000446,9230046,51427,2.0,1137.59,310.67,1964.51
10000447,9123498,56157,2.0,9244.68,1813.24,16676.12
10000448,9130436,55191,1.0,116.84,17.41,99.43
10000449,9078552,51438,1.0,3676.07,78.42,3597.65
10000450,9028155,54116,1.0,12886.34,971.01,11915.33
10000451,9179714,51085,1.0,1234.6589999999999,2.12,1232.54
10000452,9139641,56891,2.0,23406.24,884.52,45927.96
10000453,9000544,50052,1.0,31003.5,8285.54,22717.96
10000454,9163299,55735,1.0,235.2,58.6,176.6
10000455,9131432,56875,1.0,140872.21,6338.67,134533.54
10000456,9157562,52684,3.0,2325.0,401.09,6573.91
10000457,9145834,59987,1.0,4038.97,493.99,3544.98
10000458,9192886,58624,1.0,15042.21,1784.22,13257.99
10000459,9019576,57437,1.0,16346.518,3618.35,12728.17
10000460,9162664,50451,1.0,7131.19,2052.71,5078.48
10000461,9163165,50274,2.0,325.66,32.56,618.76
10000462,9188573,50992,5.0,29632.47,3498.3,144664.05
10000463,9198244,57666,2.0,51923.87,8334.81,95512.93
10000464,9139500,52282,1.0,2913.99,480.59,2433.4
10000465,9231309,50633,1.0,277.16,74.71,202.45
10000466,9017759,52726,1.0,690.41,159.37,531.04
10000468,9218414,57874,1.0,17374.732,4731.9,12642.83
10000469,9221339,58732,1.0,218.93,50.46,168.47
10000470,9225662,59278,5.0,944.05,38.2,4682.05
10000471,9148596,50291,3.0,17391.34,773.5,51400.52
10000472,9170553,56837,1.0,90898.53,15673.37,75225.16
10000473,9159344,50110,3.0,1500.64,346.57,4155.35
10000474,9205592,58202,1.0,19918.31,1407.96,18510.35
10000475,9090073,52289,1.0,91523.36,1450.66,90072.7
10000476,9169712,58315,2.0,478.91,121.56,836.26
10000477,9014976,58200,1.0,58997.59,9166.06,49831.53
10000478,9087003,50217,2.0,507.34,138.94,875.74
10000479,9213505,55711,3.0,498.32,146.66,1348.3
10000480,9198040,56397,1.0,295045.33,6282.74,288762.59
10000481,9036169,58851,3.0,322.26,4.96,961.82
10000482,9009313,52908,1.0,17594.45,4030.43,13564.02
10000483,9190373,59257,1.0,37866.57,10028.79,27837.78
10000484,9114628,56243,1.0,64062.9125,17818.91,46244.0
10000485,9102286,57562,3.0,7393.07,2052.43,20126.78
10000486,9002193,54196,2.0,13343.11,3216.86,23469.36
10000487,9240532,52333,1.0,2124.03,201.16,1922.87
10000488,9188003,52474,1.0,2771.119,646.12,2125.0
10000489,9115006,54380,5.0,3654.26,207.09,18064.21
10000490,9173848,51766,1.0,10998.684,2288.9,8709.78
10000491,9161457,57281,1.0,15975.02,4364.28,11610.74
10000492,9219548,51830,1.0,19751.08,4311.5,15439.58
